api_name,example_name,example_url,usage_type,notes
Scene,webgl_buffergeometry_lines_indexed,https://threejs.org/examples/#webgl_buffergeometry_lines_indexed,primary,Core rendering infrastructure
PerspectiveCamera,webgl_buffergeometry_lines_indexed,https://threejs.org/examples/#webgl_buffergeometry_lines_indexed,primary,PerspectiveCamera view projection
BufferGeometry,webgl_buffergeometry_lines_indexed,https://threejs.org/examples/#webgl_buffergeometry_lines_indexed,secondary,
Line,webgl_buffergeometry_lines_indexed,https://threejs.org/examples/#webgl_buffergeometry_lines_indexed,secondary,
WebGLRenderer,webgl_buffergeometry_points,https://threejs.org/examples/#webgl_buffergeometry_points,primary,Core rendering infrastructure
Scene,webgl_buffergeometry_points,https://threejs.org/examples/#webgl_buffergeometry_points,primary,Core rendering infrastructure
PerspectiveCamera,webgl_buffergeometry_points,https://threejs.org/examples/#webgl_buffergeometry_points,primary,PerspectiveCamera view projection
BufferGeometry,webgl_buffergeometry_points,https://threejs.org/examples/#webgl_buffergeometry_points,secondary,
Points,webgl_buffergeometry_points,https://threejs.org/examples/#webgl_buffergeometry_points,secondary,
WebGLRenderer,webgl_buffergeometry_points_interleaved,https://threejs.org/examples/#webgl_buffergeometry_points_interleaved,primary,Core rendering infrastructure
Scene,webgl_buffergeometry_points_interleaved,https://threejs.org/examples/#webgl_buffergeometry_points_interleaved,primary,Core rendering infrastructure
PerspectiveCamera,webgl_buffergeometry_points_interleaved,https://threejs.org/examples/#webgl_buffergeometry_points_interleaved,primary,PerspectiveCamera view projection
BufferGeometry,webgl_buffergeometry_points_interleaved,https://threejs.org/examples/#webgl_buffergeometry_points_interleaved,secondary,
Points,webgl_buffergeometry_points_interleaved,https://threejs.org/examples/#webgl_buffergeometry_points_interleaved,secondary,
WebGLRenderer,webgl_buffergeometry_rawshader,https://threejs.org/examples/#webgl_buffergeometry_rawshader,primary,Core rendering infrastructure
Scene,webgl_buffergeometry_rawshader,https://threejs.org/examples/#webgl_buffergeometry_rawshader,primary,Core rendering infrastructure
PerspectiveCamera,webgl_buffergeometry_rawshader,https://threejs.org/examples/#webgl_buffergeometry_rawshader,primary,PerspectiveCamera view projection
BufferGeometry,webgl_buffergeometry_rawshader,https://threejs.org/examples/#webgl_buffergeometry_rawshader,secondary,
RawShaderMaterial,webgl_buffergeometry_rawshader,https://threejs.org/examples/#webgl_buffergeometry_rawshader,secondary,RawShaderMaterial shading model
WebGLRenderer,webgl_buffergeometry_selective_draw,https://threejs.org/examples/#webgl_buffergeometry_selective_draw,primary,Core rendering infrastructure
Scene,webgl_buffergeometry_selective_draw,https://threejs.org/examples/#webgl_buffergeometry_selective_draw,primary,Core rendering infrastructure
PerspectiveCamera,webgl_buffergeometry_selective_draw,https://threejs.org/examples/#webgl_buffergeometry_selective_draw,primary,PerspectiveCamera view projection
BufferGeometry,webgl_buffergeometry_selective_draw,https://threejs.org/examples/#webgl_buffergeometry_selective_draw,secondary,
WebGLRenderer,webgl_buffergeometry_uint,https://threejs.org/examples/#webgl_buffergeometry_uint,primary,Core rendering infrastructure
Scene,webgl_buffergeometry_uint,https://threejs.org/examples/#webgl_buffergeometry_uint,primary,Core rendering infrastructure
PerspectiveCamera,webgl_buffergeometry_uint,https://threejs.org/examples/#webgl_buffergeometry_uint,primary,PerspectiveCamera view projection
BufferGeometry,webgl_buffergeometry_uint,https://threejs.org/examples/#webgl_buffergeometry_uint,secondary,
WebGLRenderer,webgl_clipculldistance,https://threejs.org/examples/#webgl_clipculldistance,primary,Core rendering infrastructure
Scene,webgl_clipculldistance,https://threejs.org/examples/#webgl_clipculldistance,primary,Core rendering infrastructure
PerspectiveCamera,webgl_clipculldistance,https://threejs.org/examples/#webgl_clipculldistance,primary,PerspectiveCamera view projection
WebGLRenderer,webgl_custom_attributes,https://threejs.org/examples/#webgl_custom_attributes,primary,Core rendering infrastructure
Scene,webgl_custom_attributes,https://threejs.org/examples/#webgl_custom_attributes,primary,Core rendering infrastructure
PerspectiveCamera,webgl_custom_attributes,https://threejs.org/examples/#webgl_custom_attributes,primary,PerspectiveCamera view projection
WebGLRenderer,webgl_custom_attributes_lines,https://threejs.org/examples/#webgl_custom_attributes_lines,primary,Core rendering infrastructure
Scene,webgl_custom_attributes_lines,https://threejs.org/examples/#webgl_custom_attributes_lines,primary,Core rendering infrastructure
PerspectiveCamera,webgl_custom_attributes_lines,https://threejs.org/examples/#webgl_custom_attributes_lines,primary,PerspectiveCamera view projection
Line,webgl_custom_attributes_lines,https://threejs.org/examples/#webgl_custom_attributes_lines,secondary,
WebGLRenderer,webgl_custom_attributes_points,https://threejs.org/examples/#webgl_custom_attributes_points,primary,Core rendering infrastructure
Scene,webgl_custom_attributes_points,https://threejs.org/examples/#webgl_custom_attributes_points,primary,Core rendering infrastructure
PerspectiveCamera,webgl_custom_attributes_points,https://threejs.org/examples/#webgl_custom_attributes_points,primary,PerspectiveCamera view projection
Points,webgl_custom_attributes_points,https://threejs.org/examples/#webgl_custom_attributes_points,secondary,
WebGLRenderer,webgl_custom_attributes_points2,https://threejs.org/examples/#webgl_custom_attributes_points2,primary,Core rendering infrastructure
Scene,webgl_custom_attributes_points2,https://threejs.org/examples/#webgl_custom_attributes_points2,primary,Core rendering infrastructure
PerspectiveCamera,webgl_custom_attributes_points2,https://threejs.org/examples/#webgl_custom_attributes_points2,primary,PerspectiveCamera view projection
Points,webgl_custom_attributes_points2,https://threejs.org/examples/#webgl_custom_attributes_points2,secondary,
WebGLRenderer,webgl_custom_attributes_points3,https://threejs.org/examples/#webgl_custom_attributes_points3,primary,Core rendering infrastructure
Scene,webgl_custom_attributes_points3,https://threejs.org/examples/#webgl_custom_attributes_points3,primary,Core rendering infrastructure
PerspectiveCamera,webgl_custom_attributes_points3,https://threejs.org/examples/#webgl_custom_attributes_points3,primary,PerspectiveCamera view projection
Points,webgl_custom_attributes_points3,https://threejs.org/examples/#webgl_custom_attributes_points3,secondary,
WebGLRenderer,webgl_gpgpu_birds,https://threejs.org/examples/#webgl_gpgpu_birds,primary,Core rendering infrastructure
Scene,webgl_gpgpu_birds,https://threejs.org/examples/#webgl_gpgpu_birds,primary,Core rendering infrastructure
PerspectiveCamera,webgl_gpgpu_birds,https://threejs.org/examples/#webgl_gpgpu_birds,primary,PerspectiveCamera view projection
GPUComputationRenderer,webgl_gpgpu_birds,https://threejs.org/examples/#webgl_gpgpu_birds,primary,GPGPU computation via render targets
WebGLRenderer,webgl_gpgpu_birds_gltf,https://threejs.org/examples/#webgl_gpgpu_birds_gltf,primary,Core rendering infrastructure
Scene,webgl_gpgpu_birds_gltf,https://threejs.org/examples/#webgl_gpgpu_birds_gltf,primary,Core rendering infrastructure
PerspectiveCamera,webgl_gpgpu_birds_gltf,https://threejs.org/examples/#webgl_gpgpu_birds_gltf,primary,PerspectiveCamera view projection
GLTFLoader,webgl_gpgpu_birds_gltf,https://threejs.org/examples/#webgl_gpgpu_birds_gltf,primary,Loads GLTF format assets
GPUComputationRenderer,webgl_gpgpu_birds_gltf,https://threejs.org/examples/#webgl_gpgpu_birds_gltf,primary,GPGPU computation via render targets
WebGLRenderer,webgl_gpgpu_water,https://threejs.org/examples/#webgl_gpgpu_water,primary,Core rendering infrastructure
Scene,webgl_gpgpu_water,https://threejs.org/examples/#webgl_gpgpu_water,primary,Core rendering infrastructure
PerspectiveCamera,webgl_gpgpu_water,https://threejs.org/examples/#webgl_gpgpu_water,primary,PerspectiveCamera view projection
Water,webgl_gpgpu_water,https://threejs.org/examples/#webgl_gpgpu_water,primary,Water surface simulation
GPUComputationRenderer,webgl_gpgpu_water,https://threejs.org/examples/#webgl_gpgpu_water,primary,GPGPU computation via render targets
WebGLRenderer,webgl_gpgpu_protoplanet,https://threejs.org/examples/#webgl_gpgpu_protoplanet,primary,Core rendering infrastructure
Scene,webgl_gpgpu_protoplanet,https://threejs.org/examples/#webgl_gpgpu_protoplanet,primary,Core rendering infrastructure
PerspectiveCamera,webgl_gpgpu_protoplanet,https://threejs.org/examples/#webgl_gpgpu_protoplanet,primary,PerspectiveCamera view projection
GPUComputationRenderer,webgl_gpgpu_protoplanet,https://threejs.org/examples/#webgl_gpgpu_protoplanet,primary,GPGPU computation via render targets
WebGLRenderer,webgl_materials_modified,https://threejs.org/examples/#webgl_materials_modified,primary,Core rendering infrastructure
Scene,webgl_materials_modified,https://threejs.org/examples/#webgl_materials_modified,primary,Core rendering infrastructure
PerspectiveCamera,webgl_materials_modified,https://threejs.org/examples/#webgl_materials_modified,primary,PerspectiveCamera view projection
WebGLRenderer,webgl_multiple_rendertargets,https://threejs.org/examples/#webgl_multiple_rendertargets,primary,Core rendering infrastructure
Scene,webgl_multiple_rendertargets,https://threejs.org/examples/#webgl_multiple_rendertargets,primary,Core rendering infrastructure
PerspectiveCamera,webgl_multiple_rendertargets,https://threejs.org/examples/#webgl_multiple_rendertargets,primary,PerspectiveCamera view projection
WebGLRenderTarget,webgl_multiple_rendertargets,https://threejs.org/examples/#webgl_multiple_rendertargets,secondary,
WebGLRenderer,webgl_multisampled_renderbuffers,https://threejs.org/examples/#webgl_multisampled_renderbuffers,primary,Core rendering infrastructure
Scene,webgl_multisampled_renderbuffers,https://threejs.org/examples/#webgl_multisampled_renderbuffers,primary,Core rendering infrastructure
PerspectiveCamera,webgl_multisampled_renderbuffers,https://threejs.org/examples/#webgl_multisampled_renderbuffers,primary,PerspectiveCamera view projection
WebGLRenderer,webgl_rendertarget_texture2darray,https://threejs.org/examples/#webgl_rendertarget_texture2darray,primary,Core rendering infrastructure
Scene,webgl_rendertarget_texture2darray,https://threejs.org/examples/#webgl_rendertarget_texture2darray,primary,Core rendering infrastructure
PerspectiveCamera,webgl_rendertarget_texture2darray,https://threejs.org/examples/#webgl_rendertarget_texture2darray,primary,PerspectiveCamera view projection
WebGLRenderTarget,webgl_rendertarget_texture2darray,https://threejs.org/examples/#webgl_rendertarget_texture2darray,secondary,
TextGeometry,webgl_rendertarget_texture2darray,https://threejs.org/examples/#webgl_rendertarget_texture2darray,secondary,
WebGLRenderer,webgl_reversed_depth_buffer,https://threejs.org/examples/#webgl_reversed_depth_buffer,primary,Core rendering infrastructure
Scene,webgl_reversed_depth_buffer,https://threejs.org/examples/#webgl_reversed_depth_buffer,primary,Core rendering infrastructure
PerspectiveCamera,webgl_reversed_depth_buffer,https://threejs.org/examples/#webgl_reversed_depth_buffer,primary,PerspectiveCamera view projection
WebGLRenderer,webgl_shadowmap_csm,https://threejs.org/examples/#webgl_shadowmap_csm,primary,Core rendering infrastructure
Scene,webgl_shadowmap_csm,https://threejs.org/examples/#webgl_shadowmap_csm,primary,Core rendering infrastructure
PerspectiveCamera,webgl_shadowmap_csm,https://threejs.org/examples/#webgl_shadowmap_csm,primary,PerspectiveCamera view projection
DirectionalLight,webgl_shadowmap_csm,https://threejs.org/examples/#webgl_shadowmap_csm,secondary,DirectionalLight illumination
WebGLRenderer,webgl_shadowmap_pcss,https://threejs.org/examples/#webgl_shadowmap_pcss,primary,Core rendering infrastructure
Scene,webgl_shadowmap_pcss,https://threejs.org/examples/#webgl_shadowmap_pcss,primary,Core rendering infrastructure
PerspectiveCamera,webgl_shadowmap_pcss,https://threejs.org/examples/#webgl_shadowmap_pcss,primary,PerspectiveCamera view projection
DirectionalLight,webgl_shadowmap_pcss,https://threejs.org/examples/#webgl_shadowmap_pcss,secondary,DirectionalLight illumination
WebGLRenderer,webgl_shadowmap_progressive,https://threejs.org/examples/#webgl_shadowmap_progressive,primary,Core rendering infrastructure
Scene,webgl_shadowmap_progressive,https://threejs.org/examples/#webgl_shadowmap_progressive,primary,Core rendering infrastructure
PerspectiveCamera,webgl_shadowmap_progressive,https://threejs.org/examples/#webgl_shadowmap_progressive,primary,PerspectiveCamera view projection
DirectionalLight,webgl_shadowmap_progressive,https://threejs.org/examples/#webgl_shadowmap_progressive,secondary,DirectionalLight illumination
WebGLRenderer,webgl_simple_gi,https://threejs.org/examples/#webgl_simple_gi,primary,Core rendering infrastructure
Scene,webgl_simple_gi,https://threejs.org/examples/#webgl_simple_gi,primary,Core rendering infrastructure
PerspectiveCamera,webgl_simple_gi,https://threejs.org/examples/#webgl_simple_gi,primary,PerspectiveCamera view projection
WebGLRenderer,webgl_texture2darray,https://threejs.org/examples/#webgl_texture2darray,primary,Core rendering infrastructure
Scene,webgl_texture2darray,https://threejs.org/examples/#webgl_texture2darray,primary,Core rendering infrastructure
PerspectiveCamera,webgl_texture2darray,https://threejs.org/examples/#webgl_texture2darray,primary,PerspectiveCamera view projection
TextGeometry,webgl_texture2darray,https://threejs.org/examples/#webgl_texture2darray,secondary,
WebGLRenderer,webgl_texture2darray_compressed,https://threejs.org/examples/#webgl_texture2darray_compressed,primary,Core rendering infrastructure
Scene,webgl_texture2darray_compressed,https://threejs.org/examples/#webgl_texture2darray_compressed,primary,Core rendering infrastructure
PerspectiveCamera,webgl_texture2darray_compressed,https://threejs.org/examples/#webgl_texture2darray_compressed,primary,PerspectiveCamera view projection
TextGeometry,webgl_texture2darray_compressed,https://threejs.org/examples/#webgl_texture2darray_compressed,secondary,
WebGLRenderer,webgl_texture2darray_layerupdate,https://threejs.org/examples/#webgl_texture2darray_layerupdate,primary,Core rendering infrastructure
Scene,webgl_texture2darray_layerupdate,https://threejs.org/examples/#webgl_texture2darray_layerupdate,primary,Core rendering infrastructure
PerspectiveCamera,webgl_texture2darray_layerupdate,https://threejs.org/examples/#webgl_texture2darray_layerupdate,primary,PerspectiveCamera view projection
TextGeometry,webgl_texture2darray_layerupdate,https://threejs.org/examples/#webgl_texture2darray_layerupdate,secondary,
WebGLRenderer,webgl_texture3d,https://threejs.org/examples/#webgl_texture3d,primary,Core rendering infrastructure
Scene,webgl_texture3d,https://threejs.org/examples/#webgl_texture3d,primary,Core rendering infrastructure
PerspectiveCamera,webgl_texture3d,https://threejs.org/examples/#webgl_texture3d,primary,PerspectiveCamera view projection
TextGeometry,webgl_texture3d,https://threejs.org/examples/#webgl_texture3d,secondary,
WebGLRenderer,webgl_texture3d_partialupdate,https://threejs.org/examples/#webgl_texture3d_partialupdate,primary,Core rendering infrastructure
Scene,webgl_texture3d_partialupdate,https://threejs.org/examples/#webgl_texture3d_partialupdate,primary,Core rendering infrastructure
PerspectiveCamera,webgl_texture3d_partialupdate,https://threejs.org/examples/#webgl_texture3d_partialupdate,primary,PerspectiveCamera view projection
TextGeometry,webgl_texture3d_partialupdate,https://threejs.org/examples/#webgl_texture3d_partialupdate,secondary,
WebGLRenderer,webgl_ubo,https://threejs.org/examples/#webgl_ubo,primary,Core rendering infrastructure
Scene,webgl_ubo,https://threejs.org/examples/#webgl_ubo,primary,Core rendering infrastructure
PerspectiveCamera,webgl_ubo,https://threejs.org/examples/#webgl_ubo,primary,PerspectiveCamera view projection
UniformsGroup,webgl_ubo,https://threejs.org/examples/#webgl_ubo,secondary,
WebGLRenderer,webgl_ubo_arrays,https://threejs.org/examples/#webgl_ubo_arrays,primary,Core rendering infrastructure
Scene,webgl_ubo_arrays,https://threejs.org/examples/#webgl_ubo_arrays,primary,Core rendering infrastructure
PerspectiveCamera,webgl_ubo_arrays,https://threejs.org/examples/#webgl_ubo_arrays,primary,PerspectiveCamera view projection
UniformsGroup,webgl_ubo_arrays,https://threejs.org/examples/#webgl_ubo_arrays,secondary,
WebGLRenderer,webgl_volume_cloud,https://threejs.org/examples/#webgl_volume_cloud,primary,Core rendering infrastructure
Scene,webgl_volume_cloud,https://threejs.org/examples/#webgl_volume_cloud,primary,Core rendering infrastructure
PerspectiveCamera,webgl_volume_cloud,https://threejs.org/examples/#webgl_volume_cloud,primary,PerspectiveCamera view projection
DataTexture3D,webgl_volume_cloud,https://threejs.org/examples/#webgl_volume_cloud,secondary,
WebGLRenderer,webgl_volume_instancing,https://threejs.org/examples/#webgl_volume_instancing,primary,Core rendering infrastructure
Scene,webgl_volume_instancing,https://threejs.org/examples/#webgl_volume_instancing,primary,Core rendering infrastructure
PerspectiveCamera,webgl_volume_instancing,https://threejs.org/examples/#webgl_volume_instancing,primary,PerspectiveCamera view projection
InstancedMesh,webgl_volume_instancing,https://threejs.org/examples/#webgl_volume_instancing,primary,GPU instanced rendering of identical geometries
DataTexture3D,webgl_volume_instancing,https://threejs.org/examples/#webgl_volume_instancing,secondary,
WebGLRenderer,webgl_volume_perlin,https://threejs.org/examples/#webgl_volume_perlin,primary,Core rendering infrastructure
Scene,webgl_volume_perlin,https://threejs.org/examples/#webgl_volume_perlin,primary,Core rendering infrastructure
PerspectiveCamera,webgl_volume_perlin,https://threejs.org/examples/#webgl_volume_perlin,primary,PerspectiveCamera view projection
DataTexture3D,webgl_volume_perlin,https://threejs.org/examples/#webgl_volume_perlin,secondary,
WebGLRenderer,webgl_worker_offscreencanvas,https://threejs.org/examples/#webgl_worker_offscreencanvas,primary,Core rendering infrastructure
Scene,webgl_worker_offscreencanvas,https://threejs.org/examples/#webgl_worker_offscreencanvas,primary,Core rendering infrastructure
PerspectiveCamera,webgl_worker_offscreencanvas,https://threejs.org/examples/#webgl_worker_offscreencanvas,primary,PerspectiveCamera view projection
WebGLRenderer,webgl_performance,https://threejs.org/examples/#webgl_performance,primary,Core rendering infrastructure
Scene,webgl_performance,https://threejs.org/examples/#webgl_performance,primary,Core rendering infrastructure
PerspectiveCamera,webgl_performance,https://threejs.org/examples/#webgl_performance,primary,PerspectiveCamera view projection
WebGPURenderer,webgpu_animation_retargeting,https://threejs.org/examples/#webgpu_animation_retargeting,primary,Core rendering infrastructure
Scene,webgpu_animation_retargeting,https://threejs.org/examples/#webgpu_animation_retargeting,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_animation_retargeting,https://threejs.org/examples/#webgpu_animation_retargeting,primary,PerspectiveCamera view projection
AnimationMixer,webgpu_animation_retargeting,https://threejs.org/examples/#webgpu_animation_retargeting,secondary,Animation playback controller
AnimationClip,webgpu_animation_retargeting,https://threejs.org/examples/#webgpu_animation_retargeting,secondary,
WebGPURenderer,webgpu_animation_retargeting_readyplayer,https://threejs.org/examples/#webgpu_animation_retargeting_readyplayer,primary,Core rendering infrastructure
Scene,webgpu_animation_retargeting_readyplayer,https://threejs.org/examples/#webgpu_animation_retargeting_readyplayer,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_animation_retargeting_readyplayer,https://threejs.org/examples/#webgpu_animation_retargeting_readyplayer,primary,PerspectiveCamera view projection
AnimationMixer,webgpu_animation_retargeting_readyplayer,https://threejs.org/examples/#webgpu_animation_retargeting_readyplayer,secondary,Animation playback controller
AnimationClip,webgpu_animation_retargeting_readyplayer,https://threejs.org/examples/#webgpu_animation_retargeting_readyplayer,secondary,
WebGPURenderer,webgpu_backdrop,https://threejs.org/examples/#webgpu_backdrop,primary,Core rendering infrastructure
Scene,webgpu_backdrop,https://threejs.org/examples/#webgpu_backdrop,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_backdrop,https://threejs.org/examples/#webgpu_backdrop,primary,PerspectiveCamera view projection
WebGPURenderer,webgpu_backdrop_area,https://threejs.org/examples/#webgpu_backdrop_area,primary,Core rendering infrastructure
Scene,webgpu_backdrop_area,https://threejs.org/examples/#webgpu_backdrop_area,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_backdrop_area,https://threejs.org/examples/#webgpu_backdrop_area,primary,PerspectiveCamera view projection
WebGPURenderer,webgpu_backdrop_water,https://threejs.org/examples/#webgpu_backdrop_water,primary,Core rendering infrastructure
Scene,webgpu_backdrop_water,https://threejs.org/examples/#webgpu_backdrop_water,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_backdrop_water,https://threejs.org/examples/#webgpu_backdrop_water,primary,PerspectiveCamera view projection
Water,webgpu_backdrop_water,https://threejs.org/examples/#webgpu_backdrop_water,primary,Water surface simulation
WebGPURenderer,webgpu_camera,https://threejs.org/examples/#webgpu_camera,primary,Core rendering infrastructure
Scene,webgpu_camera,https://threejs.org/examples/#webgpu_camera,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_camera,https://threejs.org/examples/#webgpu_camera,primary,PerspectiveCamera view projection
WebGPURenderer,webgpu_camera_array,https://threejs.org/examples/#webgpu_camera_array,primary,Core rendering infrastructure
Scene,webgpu_camera_array,https://threejs.org/examples/#webgpu_camera_array,primary,Core rendering infrastructure
ArrayCamera,webgpu_camera_array,https://threejs.org/examples/#webgpu_camera_array,primary,ArrayCamera view projection
WebGPURenderer,webgpu_camera_logarithmicdepthbuffer,https://threejs.org/examples/#webgpu_camera_logarithmicdepthbuffer,primary,Core rendering infrastructure
Scene,webgpu_camera_logarithmicdepthbuffer,https://threejs.org/examples/#webgpu_camera_logarithmicdepthbuffer,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_camera_logarithmicdepthbuffer,https://threejs.org/examples/#webgpu_camera_logarithmicdepthbuffer,primary,PerspectiveCamera view projection
WebGPURenderer,webgpu_caustics,https://threejs.org/examples/#webgpu_caustics,primary,Core rendering infrastructure
Scene,webgpu_caustics,https://threejs.org/examples/#webgpu_caustics,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_caustics,https://threejs.org/examples/#webgpu_caustics,primary,PerspectiveCamera view projection
CausticsEffect,webgpu_caustics,https://threejs.org/examples/#webgpu_caustics,secondary,
WebGPURenderer,webgpu_centroid_sampling,https://threejs.org/examples/#webgpu_centroid_sampling,primary,Core rendering infrastructure
Scene,webgpu_centroid_sampling,https://threejs.org/examples/#webgpu_centroid_sampling,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_centroid_sampling,https://threejs.org/examples/#webgpu_centroid_sampling,primary,PerspectiveCamera view projection
WebGPURenderer,webgpu_clearcoat,https://threejs.org/examples/#webgpu_clearcoat,primary,Core rendering infrastructure
Scene,webgpu_clearcoat,https://threejs.org/examples/#webgpu_clearcoat,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_clearcoat,https://threejs.org/examples/#webgpu_clearcoat,primary,PerspectiveCamera view projection
MeshPhysicalMaterial,webgpu_clearcoat,https://threejs.org/examples/#webgpu_clearcoat,secondary,MeshPhysicalMaterial shading model
WebGPURenderer,webgpu_clipping,https://threejs.org/examples/#webgpu_clipping,primary,Core rendering infrastructure
Scene,webgpu_clipping,https://threejs.org/examples/#webgpu_clipping,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_clipping,https://threejs.org/examples/#webgpu_clipping,primary,PerspectiveCamera view projection
Plane,webgpu_clipping,https://threejs.org/examples/#webgpu_clipping,secondary,
WebGPURenderer,webgpu_compute_audio,https://threejs.org/examples/#webgpu_compute_audio,primary,Core rendering infrastructure
Scene,webgpu_compute_audio,https://threejs.org/examples/#webgpu_compute_audio,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_compute_audio,https://threejs.org/examples/#webgpu_compute_audio,primary,PerspectiveCamera view projection
ComputeNode,webgpu_compute_audio,https://threejs.org/examples/#webgpu_compute_audio,primary,WebGPU compute shader node
WebGPURenderer,webgpu_compute_birds,https://threejs.org/examples/#webgpu_compute_birds,primary,Core rendering infrastructure
Scene,webgpu_compute_birds,https://threejs.org/examples/#webgpu_compute_birds,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_compute_birds,https://threejs.org/examples/#webgpu_compute_birds,primary,PerspectiveCamera view projection
ComputeNode,webgpu_compute_birds,https://threejs.org/examples/#webgpu_compute_birds,primary,WebGPU compute shader node
WebGPURenderer,webgpu_compute_cloth,https://threejs.org/examples/#webgpu_compute_cloth,primary,Core rendering infrastructure
Scene,webgpu_compute_cloth,https://threejs.org/examples/#webgpu_compute_cloth,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_compute_cloth,https://threejs.org/examples/#webgpu_compute_cloth,primary,PerspectiveCamera view projection
ComputeNode,webgpu_compute_cloth,https://threejs.org/examples/#webgpu_compute_cloth,primary,WebGPU compute shader node
WebGPURenderer,webgpu_compute_geometry,https://threejs.org/examples/#webgpu_compute_geometry,primary,Core rendering infrastructure
Scene,webgpu_compute_geometry,https://threejs.org/examples/#webgpu_compute_geometry,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_compute_geometry,https://threejs.org/examples/#webgpu_compute_geometry,primary,PerspectiveCamera view projection
ComputeNode,webgpu_compute_geometry,https://threejs.org/examples/#webgpu_compute_geometry,primary,WebGPU compute shader node
WebGPURenderer,webgpu_compute_particles,https://threejs.org/examples/#webgpu_compute_particles,primary,Core rendering infrastructure
Scene,webgpu_compute_particles,https://threejs.org/examples/#webgpu_compute_particles,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_compute_particles,https://threejs.org/examples/#webgpu_compute_particles,primary,PerspectiveCamera view projection
ComputeNode,webgpu_compute_particles,https://threejs.org/examples/#webgpu_compute_particles,primary,WebGPU compute shader node
WebGPURenderer,webgpu_compute_particles_fluid,https://threejs.org/examples/#webgpu_compute_particles_fluid,primary,Core rendering infrastructure
Scene,webgpu_compute_particles_fluid,https://threejs.org/examples/#webgpu_compute_particles_fluid,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_compute_particles_fluid,https://threejs.org/examples/#webgpu_compute_particles_fluid,primary,PerspectiveCamera view projection
ComputeNode,webgpu_compute_particles_fluid,https://threejs.org/examples/#webgpu_compute_particles_fluid,primary,WebGPU compute shader node
WebGPURenderer,webgpu_compute_particles_rain,https://threejs.org/examples/#webgpu_compute_particles_rain,primary,Core rendering infrastructure
Scene,webgpu_compute_particles_rain,https://threejs.org/examples/#webgpu_compute_particles_rain,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_compute_particles_rain,https://threejs.org/examples/#webgpu_compute_particles_rain,primary,PerspectiveCamera view projection
ComputeNode,webgpu_compute_particles_rain,https://threejs.org/examples/#webgpu_compute_particles_rain,primary,WebGPU compute shader node
WebGPURenderer,webgpu_compute_particles_snow,https://threejs.org/examples/#webgpu_compute_particles_snow,primary,Core rendering infrastructure
Scene,webgpu_compute_particles_snow,https://threejs.org/examples/#webgpu_compute_particles_snow,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_compute_particles_snow,https://threejs.org/examples/#webgpu_compute_particles_snow,primary,PerspectiveCamera view projection
ComputeNode,webgpu_compute_particles_snow,https://threejs.org/examples/#webgpu_compute_particles_snow,primary,WebGPU compute shader node
WebGPURenderer,webgpu_compute_points,https://threejs.org/examples/#webgpu_compute_points,primary,Core rendering infrastructure
Scene,webgpu_compute_points,https://threejs.org/examples/#webgpu_compute_points,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_compute_points,https://threejs.org/examples/#webgpu_compute_points,primary,PerspectiveCamera view projection
Points,webgpu_compute_points,https://threejs.org/examples/#webgpu_compute_points,secondary,
ComputeNode,webgpu_compute_points,https://threejs.org/examples/#webgpu_compute_points,primary,WebGPU compute shader node
WebGPURenderer,webgpu_compute_reduce,https://threejs.org/examples/#webgpu_compute_reduce,primary,Core rendering infrastructure
Scene,webgpu_compute_reduce,https://threejs.org/examples/#webgpu_compute_reduce,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_compute_reduce,https://threejs.org/examples/#webgpu_compute_reduce,primary,PerspectiveCamera view projection
ComputeNode,webgpu_compute_reduce,https://threejs.org/examples/#webgpu_compute_reduce,primary,WebGPU compute shader node
WebGPURenderer,webgpu_compute_sort_bitonic,https://threejs.org/examples/#webgpu_compute_sort_bitonic,primary,Core rendering infrastructure
Scene,webgpu_compute_sort_bitonic,https://threejs.org/examples/#webgpu_compute_sort_bitonic,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_compute_sort_bitonic,https://threejs.org/examples/#webgpu_compute_sort_bitonic,primary,PerspectiveCamera view projection
ComputeNode,webgpu_compute_sort_bitonic,https://threejs.org/examples/#webgpu_compute_sort_bitonic,primary,WebGPU compute shader node
