name,description,url,category,subcategory,github_url,project_tags,production_ready,learning_value,sacred_circuits_relevance,domain_tags,notes
Zdog,Flat round pseudo-3D engine for canvas/SVG,https://zzz.dog/,WebGL/3D,Pseudo-3D,https://github.com/metafizzy/zdog,Orbs|Constellation,0.7,0.8,0.6,3d|canvas|svg|illustration,Pseudo-3D illustrations
OGL,Minimal WebGL framework,https://ogl-dev.github.io/ogl/,WebGL/3D,Framework,https://github.com/ogl-dev/ogl,Orbs,0.7,0.8,0.5,webgl|minimal|3d|framework,Lightweight WebGL alternative to Three.js
regl,Functional WebGL programming,http://regl.party/,WebGL/3D,Framework,https://github.com/regl-project/regl,Orbs,0.7,0.8,0.5,webgl|functional|shaders|gpu,Functional WebGL for shader work
TWGL.js,Tiny WebGL helper library,https://twgljs.org/,WebGL/3D,Utility,https://github.com/greggman/twgl.js,Orbs,0.7,0.7,0.4,webgl|utility|helper|lightweight,WebGL boilerplate reducer
Spline,3D design tool for the web,https://spline.design/,WebGL/3D,Design Tool,,Orbs|Pantheon,0.8,0.8,0.6,3d|design|interactive|web,3D web design tool
Theatre.js,Animation toolbox for web,https://www.theatrejs.com/,Animation,Timeline,https://github.com/theatre-js/theatre,Pantheon|Orbs,0.8,0.9,0.8,animation|timeline|3d|keyframe,Keyframe animation for deity sequences
Popmotion,Animator's toolbox for JavaScript,https://popmotion.io/,Animation,General,https://github.com/Popmotion/popmotion,Pantheon|Wall,0.7,0.7,0.5,animation|physics|spring|decay,Functional animation primitives
AutoAnimate,Zero-config drop-in animation utility,https://auto-animate.formkit.com/,Animation,Auto,https://github.com/formkit/auto-animate,Wall,0.8,0.8,0.4,animation|automatic|transitions|react,Automatic list/layout animations
Motion One,Web Animations API powered library,https://motion.dev/,Animation,Web API,https://github.com/motiondivision/motionone,Wall|Pantheon,0.8,0.8,0.5,animation|web-api|lightweight|performant,Modern animation using Web Animations API
CountUp.js,Animating a numerical value by counting up,https://inorganik.github.io/countUp.js/,Animation,Number,https://github.com/inorganik/countUp.js,Wall,0.7,0.6,0.3,animation|number|counting|transition,Number counting animation
Rough.js,Create graphics with hand-drawn sketchy appearance,https://roughjs.com/,Canvas,Sketchy,https://github.com/rough-stuff/rough,Constellation|Wall,0.7,0.8,0.5,canvas|svg|sketchy|hand-drawn,Hand-drawn style for mythological illustrations
Matter.js,2D physics engine for the web,https://brm.io/matter-js/,WebGL/3D,Physics,https://github.com/liabru/matter-js,Orbs|Ritual,0.8,0.8,0.5,physics|2d|simulation|collision,2D physics for card interactions
anime.js,JavaScript animation engine,https://animejs.com/,Animation,General,https://github.com/juliangarnier/anime,Pantheon|Orbs|Wall,0.9,0.9,0.9,animation|css|svg|dom|timeline,Versatile lightweight animation engine
Snap.svg,SVG animation library by Adobe,http://snapsvg.io/,Canvas,SVG,https://github.com/adobe-webplatform/Snap.svg,Constellation,0.7,0.7,0.5,svg|animation|vector|adobe,SVG manipulation and animation
Raphael,Cross-browser vector graphics library,https://dmitrybaranovskiy.github.io/raphael/,Canvas,SVG,https://github.com/DmitryBaranovskiy/raphael,Constellation,0.6,0.5,0.3,svg|vector|cross-browser,Legacy SVG library
GreenSock ScrollTrigger,Scroll-based animation triggering,https://gsap.com/docs/v3/Plugins/ScrollTrigger/,Animation,Scroll,,Pantheon|Wall|Ritual,0.9,0.9,0.7,animation|scroll|trigger|gsap,GSAP plugin for scroll animations
Barba.js,Fluid page transitions between pages,https://barba.js.org/,Animation,Transitions,https://github.com/barbajs/barba,Wall,0.8,0.8,0.5,animation|transitions|pages|pjax,Smooth page transitions for oracle flow
Rellax,Lightweight vanilla parallax library,https://dixonandmoe.com/rellax/,Animation,Parallax,https://github.com/dixonandmoe/rellax,Wall,0.7,0.7,0.3,parallax|scroll|lightweight|vanilla,Simple parallax effects
Locomotive Scroll,Smooth scroll and parallax library,https://locomotivemtl.github.io/locomotive-scroll/,Animation,Scroll,https://github.com/locomotivemtl/locomotive-scroll,Wall|Ritual,0.8,0.8,0.5,scroll|smooth|parallax|inertia,Smooth scrolling for oracle experience
Splitting.js,CSS variable-driven text splitting,https://splitting.js.org/,Typography,Text Effects,https://github.com/shshaw/Splitting,Wall|Pantheon,0.7,0.7,0.5,typography|splitting|css-variables|animation,Text splitting for deity name animations
Fitty,Snugly resize text to fit its parent,https://rikschennink.github.io/fitty/,Typography,Responsive,https://github.com/rikschennink/fitty,Wall,0.7,0.6,0.3,typography|responsive|fit|resize,Auto-fit text
