name,source,category,subcategory,type,url,description,project_tags,domain_tags,production_ready,learning_value,blender_dep,sacred_circuits_relevance,priority_score,related_apis,example_count,notes
LoaderUtils,threejs-docs,Reference,Loaders,api,https://threejs.org/docs/#api/en/loaders/LoaderUtils,,Orbs,loading,0.4,0.7,0.1,0.5,0.65,,1,
MaterialLoader,threejs-docs,Reference,Loaders,api,https://threejs.org/docs/#api/en/loaders/MaterialLoader,,Orbs,loading|materials,0.4,0.7,0.1,0.5,0.65,,2,
NodeLoader,threejs-docs,Reference,Loaders,api,https://threejs.org/docs/#api/en/loaders/NodeLoader,,Orbs,loading,0.4,0.7,0.1,0.5,0.65,,1,
NodeMaterialLoader,threejs-docs,Reference,Loaders,api,https://threejs.org/docs/#api/en/loaders/NodeMaterialLoader,,Orbs,loading|materials,0.4,0.7,0.1,0.5,0.65,,2,
NodeObjectLoader,threejs-docs,Reference,Loaders,api,https://threejs.org/docs/#api/en/loaders/NodeObjectLoader,,Orbs,loading,0.4,0.7,0.1,0.5,0.65,,1,
ObjectLoader,threejs-docs,Reference,Loaders,api,https://threejs.org/docs/#api/en/loaders/ObjectLoader,,Orbs,loading,0.4,0.7,0.1,0.5,0.65,,1,
LineLoop,threejs-docs,Reference,Objects,api,https://threejs.org/docs/#api/en/objects/LineLoop,,Constellation,geometry,0.4,0.7,0.1,0.5,0.65,,8,
HDRCubeTextureLoader,threejs-docs,Addons,Loaders,api,https://threejs.org/docs/#examples/en/loaders/HDRCubeTextureLoader,Loads HDR cube map textures for environment lighting,Orbs|Pantheon,loaders,0.7,0.5,0.4,0.5,0.65,,0,Loads HDR cube map textures for environment lighting
XRControllerModel,threejs-docs,Addons,WebXR,api,https://threejs.org/docs/#examples/en/webxr/XRControllerModel,3D model representing an XR controller,Ritual,webxr,0.7,0.5,0.4,0.5,0.65,,0,3D model representing an XR controller
XRHandModel,threejs-docs,Addons,WebXR,api,https://threejs.org/docs/#examples/en/webxr/XRHandModel,3D hand model from XR hand tracking data,Ritual,webxr,0.7,0.5,0.4,0.5,0.65,,0,3D hand model from XR hand tracking data
XRHandMeshModel,threejs-docs,Addons,WebXR,api,https://threejs.org/docs/#examples/en/webxr/XRHandMeshModel,Mesh-based hand model from tracking,Ritual,webxr,0.7,0.5,0.4,0.5,0.65,,0,Mesh-based hand model from tracking
Spline,threejs-tools,3D Modeling,,editor,https://spline.design,3D design tool for interactive web experiences with real-time collaboration,Pantheon|Orbs|Wall,,0.5,0.5,0.0,0.5,0.65,Scene|Mesh|Material,0,Browser-based; exports to Three.js directly
Blender,threejs-tools,3D Modeling,,editor,https://blender.org,Free open-source 3D creation suite for modeling animation rendering,Pantheon|Constellation|Orbs,,0.5,0.5,0.0,0.5,0.65,GLTFLoader|BufferGeometry,0,Primary modeling tool for Sacred Circuits asset pipeline
Womp,threejs-tools,3D Modeling,,editor,https://womp.com,Simplified browser-based 3D creation tool with intuitive interface,Pantheon|Orbs,,0.5,0.5,0.0,0.5,0.65,GLTFLoader|Mesh,0,Quick prototyping for simple deity assets
Plasticity,threejs-tools,3D Modeling,,editor,https://plasticity.xyz,Modern CAD tool for precise 3D modeling with NURBS,Constellation|Orbs,,0.5,0.5,0.0,0.5,0.65,BufferGeometry|GLTFLoader,0,Precision modeling for geometric sacred forms
Smooth Voxels,threejs-tools,3D Modeling,,generator,https://smoothvoxels.glitch.me,Converts voxel models into smooth organic 3D shapes,Orbs|Constellation,,0.5,0.5,0.0,0.5,0.65,BufferGeometry|Mesh,0,Interesting for generative deity forms
Rodin,threejs-tools,3D Modeling,,generator,https://hyperhuman.deemos.com/rodin,AI model generator for 3D assets from text or image prompts,Pantheon|Orbs,,0.5,0.5,0.0,0.5,0.65,GLTFLoader|Mesh,0,AI-generated deity models for rapid prototyping
Sam3d,threejs-tools,3D Modeling,,generator,https://sam3d.app,AI-powered tool converting pictures to detailed 3D models,Pantheon,,0.5,0.5,0.0,0.5,0.65,GLTFLoader|Mesh,0,Photo-to-3D for deity reference assets
GSAP,threejs-tools,Animation,,library,https://greensock.com/gsap,High-performance timeline animation library for web,Pantheon|Wall|Ritual,,0.5,0.5,0.0,0.5,0.65,AnimationMixer|Clock,0,Essential for UI transitions and camera choreography
Anime.js,threejs-tools,Animation,,library,https://animejs.com,Powerful lightweight animation library for 2D UI and 3D scenes,Wall|Pantheon,,0.5,0.5,0.0,0.5,0.65,AnimationMixer|Clock,0,Alternative to GSAP for simpler animations
Theatre.js,threejs-tools,Animation,,editor,https://theatrejs.com,Motion design library for animating 3D scenes with visual timeline,Pantheon|Orbs|Ritual,,0.5,0.5,0.0,0.5,0.65,AnimationMixer|Camera|Object3D,0,Visual keyframe editor for deity animations
Mixamo,threejs-tools,Animation,,library,https://mixamo.com,Free 3D character animations and auto-rigging from Adobe,Pantheon,,0.5,0.5,0.0,0.5,0.65,SkeletonUtils|AnimationMixer|BVHLoader,0,Pre-built deity character animations
Cascadeur,threejs-tools,Animation,,editor,https://cascadeur.com,AI-assisted physics-based character animation software,Pantheon,,0.5,0.5,0.0,0.5,0.65,AnimationMixer|SkeletonHelper,0,Physics-accurate deity movement
AccuRIG,threejs-tools,Animation,,utility,https://actorcore.reallusion.com/auto-rig,Auto rigging tool for 3D character models,Pantheon,,0.5,0.5,0.0,0.5,0.65,Skeleton|Bone|SkeletonHelper,0,Fast rigging for deity character models
Deepmotion,threejs-tools,Animation,,generator,https://deepmotion.com,AI motion capture from video or text descriptions,Pantheon|Ritual,,0.5,0.5,0.0,0.5,0.65,AnimationMixer|SkeletonUtils,0,Video-to-mocap for deity animations
Mesh2motion,threejs-tools,Animation,,editor,https://mesh2motion.com,Rig and animate 3D models directly in the browser,Pantheon,,0.5,0.5,0.0,0.5,0.65,Skeleton|AnimationMixer,0,Browser-based rigging alternative
React Three Fiber,threejs-tools,Framework,,framework,https://docs.pmnd.rs/react-three-fiber,React renderer for Three.js creating declarative 3D scenes,Pantheon|Orbs|Wall|Constellation|Ritual,,0.5,0.5,0.0,0.5,0.65,WebGLRenderer|Scene|Camera,0,Primary React integration for all Sacred Circuits web
Drei,threejs-tools,Framework,,library,https://drei.pmnd.rs,Collection of reusable helpers and abstractions for R3F,Pantheon|Orbs|Wall|Constellation,,0.5,0.5,0.0,0.5,0.65,Various,0,Essential companion to React Three Fiber
Threlte,threejs-tools,Framework,,framework,https://threlte.xyz,Three.js framework for Svelte with declarative components,Wall,,0.5,0.5,0.0,0.5,0.65,Scene|WebGLRenderer,0,Svelte alternative to R3F
Tres.js,threejs-tools,Framework,,framework,https://tresjs.org,Declarative Vue.js framework for Three.js scenes,Wall,,0.5,0.5,0.0,0.5,0.65,Scene|WebGLRenderer,0,Vue alternative to R3F
A-Frame,threejs-tools,VR/AR/XR,,framework,https://aframe.io,Web framework for building 3D and VR experiences with HTML,Ritual,,0.5,0.5,0.0,0.5,0.65,WebGLRenderer|WebXRManager,0,WebXR foundation for ritual experiences
Hyperfy,threejs-tools,VR/AR/XR,,framework,https://hyperfy.io,WebXR platform for persistent 3D virtual worlds,Ritual,,0.5,0.5,0.0,0.5,0.65,WebXRManager|Scene,0,Persistent XR world hosting
Zappar,threejs-tools,VR/AR/XR,,framework,https://zap.works,Augmented reality platform for web and mobile experiences,Ritual,,0.5,0.5,0.0,0.5,0.65,WebXRManager|Camera,0,AR overlay for card scanning
Spector.js,threejs-tools,Performance,,debugger,https://spector.babylonjs.com,WebGL scene inspection and debugging tool,Pantheon|Orbs|Constellation,,0.5,0.5,0.0,0.5,0.65,WebGLRenderer,0,Essential for debugging render pipeline
Stats.js,threejs-tools,Performance,,debugger,https://github.com/mrdoob/stats.js,Lightweight JavaScript performance monitor showing FPS,Pantheon|Orbs|Constellation,,0.5,0.5,0.0,0.5,0.65,WebGLRenderer|Clock,0,Standard FPS counter for development
Three.js DevTools,threejs-tools,Performance,,debugger,https://github.com/nicedoc/three-devtools,Browser extension for inspecting Three.js scene graphs,Pantheon|Orbs|Constellation|Wall,,0.5,0.5,0.0,0.5,0.65,Scene|Object3D|Material,0,Chrome extension for scene debugging
Needle Inspector,threejs-tools,Performance,,debugger,https://needle.tools,Chrome extension for inspecting Needle Engine projects,Pantheon|Orbs,,0.5,0.5,0.0,0.5,0.65,Scene|WebGLRenderer,0,Alternative scene inspector
Shadertoy,threejs-tools,Shaders,,editor,https://shadertoy.com,Community platform for creating and sharing GLSL shaders,Orbs|Constellation,,0.5,0.5,0.0,0.5,0.65,ShaderMaterial|RawShaderMaterial,0,Shader prototyping and inspiration
Nodetoy,threejs-tools,Shaders,,editor,https://nodetoy.io,Visual node-based shader editor for WebGL,Orbs|Constellation,,0.5,0.5,0.0,0.5,0.65,ShaderMaterial|NodeMaterial,0,Visual shader creation without code
The Book of Shaders,threejs-tools,Shaders,,learning,https://thebookofshaders.com,Interactive guide to mastering GLSL fragment shaders,Orbs|Constellation,,0.5,0.5,0.0,0.5,0.65,ShaderMaterial|RawShaderMaterial,0,Essential shader learning resource
Shaders.app,threejs-tools,Shaders,,editor,https://shaders.app,Interactive GLSL shader editor and playground,Orbs,,0.5,0.5,0.0,0.5,0.65,ShaderMaterial,0,Quick shader prototyping
TSL Graph,threejs-tools,Shaders,,editor,https://threejsresources.com/tools,Visual node editor for Three.js Shading Language,Orbs|Constellation,,0.5,0.5,0.0,0.5,0.65,NodeMaterial|TSL,0,New TSL visual editor for WebGPU shaders
GLSL Viewer,threejs-tools,Shaders,,editor,https://glslviewer.com,Online WebGL shader editor and preview tool,Orbs,,0.5,0.5,0.0,0.5,0.65,ShaderMaterial,0,Quick GLSL testing
Poimandres Postprocessing,threejs-tools,Post-Processing,,library,https://github.com/pmndrs/postprocessing,Comprehensive post-processing effects library for Three.js,Orbs|Pantheon,,0.5,0.5,0.0,0.5,0.65,EffectComposer|WebGLRenderer,0,Primary post-processing for bloom/glow effects
Ultimate Lens Flare,threejs-tools,Post-Processing,,plugin,https://github.com/ektogamat/lensflare-threejs,Post-processing lens flare effect for Three.js,Orbs,,0.5,0.5,0.0,0.5,0.65,EffectComposer,0,Cinematic lens effects for deity scenes
Three Good Godrays,threejs-tools,Post-Processing,,plugin,https://github.com/n8python/goodGodrays,Godray volumetric light effect using postprocessing,Orbs|Pantheon,,0.5,0.5,0.0,0.5,0.65,EffectComposer|DirectionalLight,0,Divine light rays for deity presentations
Rapier,threejs-tools,Physics,,library,https://rapier.rs,Fast cross-platform physics engine with WASM backend,Pantheon|Ritual,,0.5,0.5,0.0,0.5,0.65,Mesh|BufferGeometry,0,Primary physics engine for interactions
Cannon.js,threejs-tools,Physics,,library,https://schteppe.github.io/cannon.js,Lightweight JavaScript physics engine for 3D simulations,Pantheon|Ritual,,0.5,0.5,0.0,0.5,0.65,Mesh|BufferGeometry,0,Simple physics for card interactions
Ammo.js,threejs-tools,Physics,,library,https://github.com/kripken/ammo.js,Full-featured JavaScript port of Bullet physics engine,Pantheon|Ritual,,0.5,0.5,0.0,0.5,0.65,Mesh|BufferGeometry,0,Heavy physics for complex simulations
Jolt Physics,threejs-tools,Physics,,library,https://github.com/jrouwe/JoltPhysics.js,JavaScript port of JoltPhysics engine,Ritual,,0.5,0.5,0.0,0.5,0.65,Mesh|BufferGeometry,0,Alternative physics engine
Polyhaven,threejs-tools,Materials & Textures,,library,https://polyhaven.com,Free high-quality HDRIs textures and 3D models,Orbs|Pantheon|Constellation,,0.5,0.5,0.0,0.5,0.65,TextureLoader|HDRLoader|MeshStandardMaterial,0,Primary free texture and HDRI source
AmbientCG,threejs-tools,Materials & Textures,,library,https://ambientcg.com,Free PBR materials and textures for 3D projects,Orbs|Constellation,,0.5,0.5,0.0,0.5,0.65,TextureLoader|MeshStandardMaterial,0,Free PBR materials
Substance3D,threejs-tools,Materials & Textures,,library,https://substance3d.adobe.com,Adobe professional 3D materials and texture creation,Orbs|Pantheon,,0.5,0.5,0.0,0.5,0.65,MeshStandardMaterial|TextureLoader,0,Premium material library
Cosmic Texture Browser,threejs-tools,Materials & Textures,,utility,https://cosmictexturebrowser.com,Matcap browser with live preview for Three.js,Orbs|Pantheon,,0.5,0.5,0.0,0.5,0.65,MeshMatcapMaterial|TextureLoader,0,Quick matcap selection for stylized looks
Skybox Lab,threejs-tools,Environment,,generator,https://skybox.blockadelabs.com,AI-driven 360 skybox environment creation tool,Orbs|Pantheon,,0.5,0.5,0.0,0.5,0.65,CubeTextureLoader|Scene,0,AI skybox generation for deity realms
HDRI-to-CubeMap,threejs-tools,Environment,,utility,https://matheowis.github.io/HDRI-to-CubeMap,Convert HDRI panoramas to CubeMap format for Three.js,Orbs|Pantheon,,0.5,0.5,0.0,0.5,0.65,CubeTextureLoader|PMREMGenerator,0,HDRI conversion utility
Three Scatter,threejs-tools,Environment,,plugin,https://github.com/dgreenheck/three-scatter,Create scatter and distribution systems within Three.js,Constellation|Orbs,,0.5,0.5,0.0,0.5,0.65,InstancedMesh|BufferGeometry,0,Vegetation and particle scattering
Sketchfab,threejs-tools,Models,,library,https://sketchfab.com,Massive 3D model library and marketplace,Pantheon|Constellation,,0.5,0.5,0.0,0.5,0.65,GLTFLoader|OBJLoader,0,Extensive model library for reference
Kenney,threejs-tools,Models,,library,https://kenney.nl,Thousands of free game assets including 3D models,Constellation|Ritual,,0.5,0.5,0.0,0.5,0.65,GLTFLoader,0,Free game-ready assets
market.pmnd.rs,threejs-tools,Models,,library,https://market.pmnd.rs,Curated tools models and assets for React Three ecosystem,Pantheon|Orbs|Wall,,0.5,0.5,0.0,0.5,0.65,GLTFLoader|Various,0,Poimandres ecosystem marketplace
Meshy AI,threejs-tools,Models,,generator,https://meshy.ai,AI-generated 3D models from text or image prompts,Pantheon,,0.5,0.5,0.0,0.5,0.65,GLTFLoader|Mesh,0,AI model generation for deity assets
Tripo AI,threejs-tools,Models,,generator,https://tripo3d.ai,AI 3D model generator for game and web assets,Pantheon,,0.5,0.5,0.0,0.5,0.65,GLTFLoader|Mesh,0,Fast AI 3D model generation
GLB Optimizer,threejs-tools,Tools,,utility,https://glb.babylonpress.org,Compress and optimize GLB/GLTF models for web delivery,Pantheon|Orbs|Constellation,,0.5,0.5,0.0,0.5,0.65,GLTFLoader|BufferGeometry,0,Essential for optimizing deity model file sizes
OptimizeGLB,threejs-tools,Tools,,utility,https://optimizeglb.com,Compress GLB and GLTF models with Draco and texture optimization,Pantheon|Orbs|Constellation,,0.5,0.5,0.0,0.5,0.65,GLTFLoader|DRACOLoader,0,Model compression for web delivery
Meshamorphosis,threejs-tools,Tools,,utility,https://meshamorphosis.com,Batch converter for FBX OBJ and GLTF model formats,Pantheon|Constellation,,0.5,0.5,0.0,0.5,0.65,GLTFLoader|OBJLoader|FBXLoader,0,Batch format conversion
GLTF/GLB Viewer for VS Code,threejs-tools,Tools,,utility,https://marketplace.visualstudio.com,VS Code extension for previewing 3D models inline,Pantheon|Constellation,,0.5,0.5,0.0,0.5,0.65,GLTFLoader,0,Dev workflow model preview
MSDF Font Generator,threejs-tools,Tools,,generator,https://msdf-bmfont-xml.donmccurdy.com,Generate multi-channel signed distance field fonts for WebGL text,Wall|Pantheon,,0.5,0.5,0.0,0.5,0.65,ShaderMaterial|BufferGeometry,0,High-quality text rendering for UI
Troika Three Text,threejs-tools,Tools,,library,https://protectwise.github.io/troika/troika-three-text,High-quality SDF text rendering library for Three.js,Wall|Pantheon,,0.5,0.5,0.0,0.5,0.65,Mesh|ShaderMaterial,0,Primary text rendering for 3D labels
Three MSDF Text,threejs-tools,Tools,,library,https://github.com/leoncvlt/three-msdf-text,MSDF-based text rendering utility for Three.js,Wall|Pantheon,,0.5,0.5,0.0,0.5,0.65,ShaderMaterial|Mesh,0,Alternative MSDF text rendering
Facetype.js,threejs-tools,Tools,,utility,https://gero3.github.io/facetype.js,Convert fonts to Three.js JSON format for TextGeometry,Wall|Pantheon,,0.5,0.5,0.0,0.5,0.65,TextGeometry|FontLoader,0,Font conversion for 3D text
lil-gui,threejs-tools,Tools,,utility,https://lil-gui.georgealways.com,Lightweight floating panel controller library for parameters,Pantheon|Orbs|Constellation|Ritual,,0.5,0.5,0.0,0.5,0.65,Various,0,Standard dev GUI for Three.js tweaking
Tweakpane,threejs-tools,Tools,,utility,https://tweakpane.github.io/docs,Compact pane-based UI control panel library,Pantheon|Orbs|Constellation,,0.5,0.5,0.0,0.5,0.65,Various,0,Modern alternative to dat.gui
Dat.gui,threejs-tools,Tools,,utility,https://github.com/dataarts/dat.gui,Classic lightweight controller library for Three.js parameters,Pantheon|Orbs|Constellation,,0.5,0.5,0.0,0.5,0.65,Various,0,Legacy but widely used GUI library
Leva,threejs-tools,Tools,,utility,https://github.com/pmndrs/leva,React-first GUI controls library for R3F projects,Pantheon|Orbs|Wall,,0.5,0.5,0.0,0.5,0.65,Various,0,Best GUI for React Three Fiber projects
EZ-Tree,threejs-tools,Tools,,generator,https://github.com/dgreenheck/ez-tree,Procedural tree generation tool for Three.js scenes,Constellation|Orbs,,0.5,0.5,0.0,0.5,0.65,BufferGeometry|InstancedMesh,0,Procedural vegetation
Threedsvg,threejs-tools,Tools,,utility,https://threedsvg.com,Convert SVG paths to extruded 3D logos and shapes,Wall|Constellation,,0.5,0.5,0.0,0.5,0.65,ExtrudeGeometry|SVGLoader,0,SVG to 3D conversion for logos
hex-to-glsl,threejs-tools,Tools,,utility,https://hexto.glsl.app,Convert hex color codes to GLSL vec3/vec4 vectors,Orbs|Constellation,,0.5,0.5,0.0,0.5,0.65,ShaderMaterial,0,Quick color conversion utility
R3F Flow Field Particles,threejs-tools,Tools,,plugin,https://github.com/pmndrs/r3f-flow-field,GPGPU particle system for React Three Fiber,Orbs,,0.5,0.5,0.0,0.5,0.65,Points|ShaderMaterial|BufferGeometry,0,GPU particle systems for orb effects
Wiggle,threejs-tools,Tools,,plugin,https://github.com/pmndrs/wiggle,Dynamic motion effects utility for natural movement,Pantheon|Orbs,,0.5,0.5,0.0,0.5,0.65,Object3D|AnimationMixer,0,Organic motion for deity elements
THREE.Interactive,threejs-tools,Interactivity,,library,https://github.com/markuslerner/THREE.Interactive,Simplified interactive object handling for Three.js,Ritual|Wall,,0.5,0.5,0.0,0.5,0.65,Raycaster|EventDispatcher,0,Click and hover interactions
Pointer Events,threejs-tools,Interactivity,,library,https://github.com/nicedoc/pointer-events,Framework-agnostic pointer event system for 3D objects,Ritual|Wall,,0.5,0.5,0.0,0.5,0.65,Raycaster|EventDispatcher,0,Cross-framework pointer handling
convai,threejs-tools,Interactivity,,library,https://convai.com,AI-powered conversational 3D characters,Pantheon|Ritual,,0.5,0.5,0.0,0.5,0.65,AnimationMixer|AudioListener,0,AI conversation for deity characters
Three.js GPU PathTracer,threejs-tools,Rendering,,library,https://github.com/gkjohnson/three-gpu-pathtracer,GPU-accelerated path tracing renderer for Three.js,Orbs|Pantheon,,0.5,0.5,0.0,0.5,0.65,WebGLRenderer|MeshStandardMaterial,0,Photorealistic rendering for hero shots
Tinybvh,threejs-tools,Rendering,,library,https://github.com/jbikker/tinybvh,Minimal bounding volume hierarchy library for ray tracing,Orbs,,0.5,0.5,0.0,0.5,0.65,Raycaster|BufferGeometry,0,Spatial acceleration structure
vis.gl,threejs-tools,Rendering,,framework,https://vis.gl,GPU-powered WebGL visualization frameworks by Uber,Constellation|Wall,,0.5,0.5,0.0,0.5,0.65,WebGLRenderer,0,Data visualization frameworks
CSS3DRenderer,threejs-tools,Rendering,,library,https://threejs.org/docs/#examples/en/renderers/CSS3DRenderer,Three.js renderer for CSS 3D transformed DOM elements,Wall,,0.5,0.5,0.0,0.5,0.65,CSS3DRenderer|CSS3DObject,0,Core renderer for Wall panel layouts
Threejs Journey,threejs-tools,Learning,,learning,https://threejs-journey.com,Comprehensive Three.js mastery course by Bruno Simon,Pantheon|Orbs|Wall|Constellation|Ritual,,0.5,0.5,0.0,0.5,0.65,Various,0,Best comprehensive Three.js course
Fragments,threejs-tools,Learning,,learning,https://fragments.dev,Creative coding and shader art kickstart resource,Orbs|Constellation,,0.5,0.5,0.0,0.5,0.65,ShaderMaterial,0,Creative coding inspiration
WebGL2 & GLSL Primer,threejs-tools,Learning,,learning,https://webgl2fundamentals.org,Zero-to-hero spaced repetition guide for WebGL and GLSL,Orbs|Constellation,,0.5,0.5,0.0,0.5,0.65,ShaderMaterial|WebGLRenderer,0,Foundation for shader understanding
Irradiance,threejs-tools,Learning,,learning,https://irradiance.quest,3D web development tutorials and guides,Pantheon|Orbs,,0.5,0.5,0.0,0.5,0.65,Various,0,Three.js tutorial site
Suboptimal Engineer,threejs-tools,Learning,,learning,https://youtube.com/@SuboptimalEng,YouTube channel covering WebGL shaders and creative 3D,Orbs|Constellation,,0.5,0.5,0.0,0.5,0.65,ShaderMaterial|Various,0,Video tutorials for shaders
Robot Bobby,threejs-tools,Learning,,learning,https://youtube.com/@RobotBobby,Creative coding tutorials with THREE.js focus,Orbs|Constellation,,0.5,0.5,0.0,0.5,0.65,Various,0,Creative Three.js tutorials
Three.js Roadmap,threejs-tools,Learning,,learning,https://threejsresources.com,Collection of fundamental Three.js courses and paths,Pantheon|Orbs|Wall|Constellation,,0.5,0.5,0.0,0.5,0.65,Various,0,Structured learning paths
Modelviewer.dev,threejs-tools,Viewers,,utility,https://modelviewer.dev,Google web component for easy 3D model display,Pantheon|Wall,,0.5,0.5,0.0,0.5,0.65,GLTFLoader,0,Simple embeddable 3D viewer
GLTFLoader,threejs-tools,Loaders,,loader,https://threejs.org/docs/#examples/en/loaders/GLTFLoader,Official Three.js loader for glTF/GLB 3D models,Pantheon|Orbs|Constellation,,0.5,0.5,0.0,0.5,0.65,BufferGeometry|Material|AnimationMixer,0,Primary 3D model loading format
DRACOLoader,threejs-tools,Loaders,,loader,https://threejs.org/docs/#examples/en/loaders/DRACOLoader,Three.js loader for DRACO compressed geometry data,Pantheon|Orbs|Constellation,,0.5,0.5,0.0,0.5,0.65,BufferGeometry|GLTFLoader,0,Geometry compression for web delivery
FBXLoader,threejs-tools,Loaders,,loader,https://threejs.org/docs/#examples/en/loaders/FBXLoader,Three.js loader for Autodesk FBX model files,Pantheon,,0.5,0.5,0.0,0.5,0.65,Skeleton|AnimationMixer,0,Legacy format support from Blender/Maya
BVHLoader,threejs-tools,Loaders,,loader,https://threejs.org/docs/#examples/en/loaders/BVHLoader,Three.js loader for BVH skeletal animation data,Pantheon,,0.5,0.5,0.0,0.5,0.65,Skeleton|AnimationMixer,0,Motion capture data loading
SVGLoader,threejs-tools,Loaders,,loader,https://threejs.org/docs/#examples/en/loaders/SVGLoader,Three.js loader for SVG vector graphics as 3D geometry,Wall|Constellation,,0.5,0.5,0.0,0.5,0.65,ShapePath|ExtrudeGeometry,0,SVG to 3D shape conversion
HDRLoader,threejs-tools,Loaders,,loader,https://threejs.org/docs/#examples/en/loaders/RGBELoader,Three.js loader for HDR environment map images,Orbs|Pantheon,,0.5,0.5,0.0,0.5,0.65,PMREMGenerator|Scene,0,HDR environment lighting
GLTFExporter,threejs-tools,Exporters,,exporter,https://threejs.org/docs/#examples/en/exporters/GLTFExporter,Three.js exporter for saving scenes to glTF/GLB format,Pantheon|Orbs|Constellation,,0.5,0.5,0.0,0.5,0.65,Scene|Mesh|Material,0,Export Three.js scenes to glTF
USDZExporter,threejs-tools,Exporters,,exporter,https://threejs.org/docs/#examples/en/exporters/USDZExporter,Three.js exporter for Apple USDZ AR format,Ritual,,0.5,0.5,0.0,0.5,0.65,Mesh|Material,0,AR Quick Look export for iOS
EffectComposer,threejs-tools,Post-Processing,,utility,https://threejs.org/docs/#examples/en/postprocessing/EffectComposer,Three.js post-processing pipeline manager,Orbs|Pantheon,,0.5,0.5,0.0,0.5,0.65,WebGLRenderer|ShaderPass,0,Core post-processing pipeline
UnrealBloomPass,threejs-tools,Post-Processing,,plugin,https://threejs.org/docs/#examples/en/postprocessing/UnrealBloomPass,Bloom glow effect pass for Three.js post-processing,Orbs|Pantheon,,0.5,0.5,0.0,0.5,0.65,EffectComposer,0,Essential bloom for divine glow effects
OrbitControls,threejs-tools,Controls,,utility,https://threejs.org/docs/#examples/en/controls/OrbitControls,Mouse-based orbit camera control for Three.js,Pantheon|Orbs|Constellation|Ritual,,0.5,0.5,0.0,0.5,0.65,Camera|EventDispatcher,0,Standard camera interaction
TransformControls,threejs-tools,Controls,,utility,https://threejs.org/docs/#examples/en/controls/TransformControls,Interactive transform gizmo for moving rotating scaling objects,Pantheon|Constellation,,0.5,0.5,0.0,0.5,0.65,Object3D|Camera,0,Object manipulation in editor mode
BufferGeometryUtils,threejs-tools,Utilities,,utility,https://threejs.org/docs/#examples/en/utils/BufferGeometryUtils,Utility functions for merging and manipulating geometries,Constellation|Orbs,,0.5,0.5,0.0,0.5,0.65,BufferGeometry|Mesh,0,Geometry optimization and merging
SkeletonUtils,threejs-tools,Utilities,,utility,https://threejs.org/docs/#examples/en/utils/SkeletonUtils,Skeleton and animation utility functions for retargeting,Pantheon,,0.5,0.5,0.0,0.5,0.65,Skeleton|AnimationMixer|Bone,0,Animation retargeting between deity models
ThreePipe,threejs-tools,Framework,,framework,https://threepipe.org,Framework for creating configurable 3D web experiences,Orbs|Wall,,0.5,0.5,0.0,0.5,0.65,WebGLRenderer|Scene,0,Configurable 3D pipeline
Mattercraft,threejs-tools,VR/AR/XR,,editor,https://zap.works/mattercraft,Visual editor for 3D AR VR and WebXR experiences,Ritual,,0.5,0.5,0.0,0.5,0.65,WebXRManager|Scene,0,Visual XR editor
webglstudio,threejs-tools,Tools,,editor,https://webglstudio.org,Browser-based 3D development environment,Pantheon|Orbs|Constellation,,0.5,0.5,0.0,0.5,0.65,Scene|WebGLRenderer,0,Full 3D IDE in browser
Hology Engine,threejs-tools,Framework,,framework,https://hology.app,Game engine for creating 3D games for web mobile and VR,Ritual|Pantheon,,0.5,0.5,0.0,0.5,0.65,Scene|WebGLRenderer|Physics,0,Web game engine built on Three.js
Triplex,threejs-tools,Tools,,editor,https://triplex.dev,No-code visual builder for 2D and 3D web experiences,Wall|Pantheon,,0.5,0.5,0.0,0.5,0.65,Scene|Mesh|Material,0,Visual Three.js scene builder
jPlayer,awesome-js,Audio,Player,library,https://jplayer.org/,jQuery HTML5 audio and video plugin,Pantheon,audio|video|jquery|player,0.5,0.5,0.0,0.3,0.65,,0,Legacy jQuery media player
Touchemulator,awesome-js,Gesture,Testing,library,https://github.com/hammerjs/touchemulator,Touch behavior emulation for testing,Ritual,gesture|testing|touch|emulation,0.5,0.5,0.0,0.3,0.65,,0,Testing touch interactions
Timesheet.js,awesome-js,UI,Timeline,library,https://sbstjn.github.io/timesheet.js/,Simple timeline library with HTML5 and CSS3,Wall,timeline|css|html5,0.5,0.5,0.0,0.3,0.65,,0,Simple timeline
Lettering.js,awesome-js,Typography,Text Effects,library,https://letteringjs.com/,jQuery font manipulation plugin,Wall,typography|text|jquery|manipulation,0.5,0.5,0.0,0.3,0.65,,0,Letter-level text control
three.js,libhunt-js,WebGL/3D,,library,https://js.libhunt.com/three-js-alternatives,Easy-to-use lightweight cross-browser general purpose 3D library with WebGL WebGPU SVG and CSS3D renderers,Orbs,webgl|3d|rendering|shaders,0.5,0.5,0.0,0.5,0.65,,0,Core rendering engine for Spirit Sphere animations
babylon.js,libhunt-js,WebGL/3D,,library,https://js.libhunt.com/compare-babylon-js-vs-three-js,Powerful beautiful simple open game and rendering engine in a friendly JavaScript framework,Orbs,webgl|3d|game-engine|rendering,0.5,0.5,0.0,0.5,0.65,,0,Alternative 3D engine with built-in physics and XR
PixiJS,libhunt-js,Canvas,,library,https://js.libhunt.com/pixi-js-alternatives,Fast 2D WebGL renderer with Canvas fallback for rich interactive graphics and games,Orbs|Constellation,webgl|canvas|2d|rendering,0.5,0.5,0.0,0.5,0.65,,0,Card animations and 2D effects layer
